Geneid,L3,L3,L3,APF0h,APF0h,APF0h
lncRNA:CR44058,0,0,0,0,0,0
lncRNA:CR44059,0,0,0,0,0,0
lncRNA:CR45294,0,0,0,0,0,0
lncRNA:CR45295,0,0,0,0,0,0
lncRNA:CR45296,0,0,0,0,0,0
CG15425,0,0,0,0,0,0
lncRNA:CR44080,0,0,0,0,0,0
Art2,0,0,0,0,0,0
tutl,0,0,0,0,0,0
bdl,0,0,0,0,0,0
Atet,0,122,0,0,0,2
mir-1005,0,0,0,0,0,0
lncRNA:CR44697,0,0,0,0,0,0
lncRNA:CR44698,0,0,0,0,0,0
lncRNA:CR44699,0,0,0,0,0,0
lncRNA:CR44700,0,0,0,0,0,0
CG15429,0,0,0,0,0,0
lncRNA:CR45363,0,0,0,0,0,5
Traf4,362,0,808,89,71,61
CG17612,24,0,0,41,140,125
Vps53,0,402,345,80,9,3
Psf2,34,0,0,43,96,101
Tps1,0,0,0,0,16,4
CG3652,571,351,126,703,825,387
l(2)k05819,0,1,1,200,186,14
CG33003,0,0,0,0,0,0
Dim1,328,1,1,245,333,87
CG15431,0,0,0,5,80,0
CG43055,0,0,0,0,0,0
tRNA:Trp-CCA-2-1,0,0,0,0,0,0
CG34178,0,0,0,0,0,0
CG34177,0,0,0,0,0,0
CG43056,0,0,0,0,0,0
Sfp24F,0,0,0,0,0,0
CG15432,247,78,180,77,86,47
morgue,56,0,0,197,173,75
Elp3,261,1,0,305,324,295
MFS18,2,26,4,283,923,461
CG15439,0,0,0,0,170,141
CG15440,177,0,1355,212,79,60
ND-B8,0,0,0,0,0,0
Gs1l,365,558,0,112,49,55
RpL27A,9121,14296,21852,3836,6653,3330
snoRNA:Me18S-C1831,0,9,0,0,0,1
mRpL27,688,1478,2353,322,614,299
CG15435,0,729,0,183,263,124
CG15443,0,484,0,49,3,59
CG15436,303,0,0,30,74,92
FIG4,0,0,0,466,306,26
ine,0,0,0,0,1,0
dpy,1133,199,927,1046,1971,985
HP6,0,0,0,0,0,0
lncRNA:CR43716,83,110,0,97,112,74
lncRNA:CR44609,0,0,0,0,0,0
lncRNA:CR45452,0,0,0,0,0,0
BG642163,0,0,0,0,0,0
CG15635,0,0,0,0,0,0
CG43798,0,0,0,0,0,0
CG3355,1,365,0,76,361,97
lncRNA:TS6,0,0,0,0,0,0
CG11929,0,0,0,0,0,0
Bsg25A,0,0,0,0,0,0
Elba3,0,0,0,0,0,0
CG3251,0,0,0,0,0,0
CG34351,0,0,0,0,0,0
Taf12L,0,0,0,0,7,0
CG15631,0,0,0,0,0,0
fipi,0,0,0,0,0,0
CG42523,0,0,0,0,0,0
CG3294,290,0,0,45,45,62
Clect27,380,9,28,0,0,0
lncRNA:CR45297,0,0,0,0,0,0
CG15629,119,319,2335,228,274,107
CG3225,0,0,0,0,42,68
mir-4910,0,0,0,0,0,0
CG15628,0,0,0,8,6,2
Fnta,1161,2053,5,1152,1285,601
mir-4912,0,0,0,0,0,0
Ir25a,0,0,0,0,0,0
tank,273,0,1,507,393,256
CG12194,0,0,0,0,0,0
mxt,34,1,940,147,373,104
CG11927,525,0,0,165,175,141
mRpS2,1195,672,1727,528,430,309
Mon1,1,170,0,312,118,78
smog,0,0,0,0,0,0
Cf2,67,485,2,0,119,31
CG3008,853,0,1164,456,851,464
CG15625,0,0,0,0,0,0
CR45716,0,0,0,0,0,0
CG3036,2,2,2,851,1134,521
snsl,0,0,0,0,0,0
hoe1,0,0,0,0,0,0
hoe2,0,0,0,0,0,0
Sgs1,7,0,0,0,0,0
CG14044,0,0,0,0,0,0
mRpL24,175,327,1370,290,330,245
betaggt-I,426,1,1,296,847,483
jet,0,0,102,210,71,26
Jon25Biii,0,0,0,0,0,0
Jon25Bii,0,0,0,0,21,0
Jon25Bi,0,0,0,0,0,0
Marcal1,202,0,0,0,20,26
CG34124,0,0,0,0,0,0
asRNA:CR43824,0,0,0,0,0,0
CG34125,843,1574,1563,703,888,451
eIF3i,12408,7951,11635,6530,6213,2821
Scox,1401,2083,881,615,456,309
CG3756,1142,171,3161,78,120,45
l(2)05714,556,443,0,351,152,174
CG14043,667,467,1,470,751,309
mRpL28,1674,1989,2164,1019,1116,434
Gmd,9,1,2,17,266,147
CG3792,1247,3497,1075,2420,1582,867
CG8891,1199,417,2202,446,541,296
CG8892,188,0,0,127,111,111
CG34126,0,1,0,115,17,6
Rtnl1,1620,49,3693,2445,4668,1986
Tfb5,0,0,0,0,0,0
CG31917,0,0,0,0,0,0
SelT,3212,3566,1996,2021,2627,1344
vkg,143,0,1,0,17,0
Col4a1,268,200,359,0,6,10
SP555,0,0,0,0,0,0
CG14042,0,0,0,0,0,0
CG31650,319,189,0,108,289,105
CG44000,0,0,0,0,0,0
CG33995,0,0,0,0,0,0
CG44001,0,0,0,0,0,0
CG9121,0,0,0,0,0,0
eIF3h,4258,3461,3652,2464,3068,1915
senju,27,0,0,192,154,55
CG14036,0,0,0,0,2,0
His3.3A,1688,1670,1706,806,562,384
Nepl3,0,2144,0,102,89,152
Rpn11,1807,1568,3,2448,2740,1750
lncRNA:CR45291,0,0,0,0,0,0
qtc,2,0,0,61,12,0
asRNA:CR43820,0,0,0,0,0,0
mir-2495,0,0,0,0,0,0
asRNA:CR45305,0,0,0,0,0,0
RpL37A,1152,1486,426,911,898,689
Pgant5,520,6,359,1112,1597,700
CG5828,192,160,0,7,167,101
CG4230,426,878,0,109,265,63
ND-13A,523,1152,1059,394,665,347
Msp300,3253,3845,3532,626,993,845
snoRNA:Psi28S-2263,0,0,0,0,0,0
snmRNA:765,0,0,0,0,0,0
snmRNA:128,0,0,0,0,0,0
snoRNA:Psi18S-525k,0,0,0,0,0,0
snmRNA:158,0,0,0,0,0,0
Cyp28d2,0,0,0,0,0,0
Cyp28d1,0,0,546,0,0,0
CG7742,0,0,0,0,0,0
CG14034,0,0,0,0,0,0
TpnC25D,0,0,0,0,0,0
tkv,33,1,1058,389,609,290
tRNA:Asp-GTC-2-1,0,0,0,0,0,0
tRNA:Asp-GTC-1-1,0,0,0,0,0,0
CR14033,0,10,0,0,20,0
lncRNA:CR44744,0,0,0,0,0,0
Cyp4ac1,0,0,0,0,17,0
Cyp4ac2,0,0,0,0,0,0
Cyp4ac3,0,0,0,0,0,0
Bsg25D,0,0,0,46,14,32
Bub1,0,0,1,88,29,14
lncRNA:CR44743,0,0,0,0,0,0
lncRNA:CR44742,0,0,0,0,0,0
vri,40,0,0,67,69,36
lncRNA:CR45730,0,0,0,0,0,0
CG14024,0,0,0,0,0,0
Ncoa6,95,78,160,136,130,77
lncRNA:CR44985,0,0,0,0,0,0
cype,1833,1794,2084,1125,1178,678
CG14022,0,0,0,0,0,0
TotM,0,0,0,0,0,0
fusl,0,0,0,0,1,0
CG12512,0,0,0,0,0,0
nompC,0,0,0,0,0,0
lncRNA:CR42850,0,0,0,0,0,0
lncRNA:CR44745,0,0,0,0,0,0
H15,0,0,0,0,0,0
lncRNA:CR43713,0,0,0,0,0,0
lncRNA:CR43714,0,0,0,0,0,0
lncRNA:CR43715,0,0,0,0,0,0
lncRNA:CR31647,0,0,0,0,0,0
snoRNA:Me28S-A2486,0,0,0,0,0,0
mid,0,0,0,0,0,0
lncRNA:CR45287,0,0,0,0,0,0
CG14020,0,0,0,0,2,0
CG7382,497,47,0,311,299,183
cl,2196,2177,2992,1386,2048,932
Vps52,0,1,0,149,234,79
CG6907,79,0,0,707,425,363
asRNA:CR44793,0,0,0,0,0,0
Cap-D3,0,0,0,82,8,0
CG31648,396,970,879,212,336,134
CG31915,546,49,1,142,253,151
Coq6,1,2941,0,426,467,249
tomb,0,0,0,0,0,0
CG14015,0,0,0,0,0,0
Hel25E,2224,2058,2191,2070,3223,1353
Lam,106,2,3,241,295,180
Oscillin,1214,411,4362,932,506,421
CG14014,2,0,0,0,0,0
CG18269,0,0,0,0,0,0
CG14013,0,0,0,0,0,0
CG14017,0,0,0,0,0,0
GluRIIA,0,0,0,0,0,0
GluRIIB,0,0,0,0,0,0
lncRNA:CR44794,0,0,0,0,0,0
snRNA:U4:25F,0,0,0,0,0,0
CG14011,0,0,0,0,0,0
CG7251,0,0,0,0,0,0
CG18266,0,0,0,0,0,0
DIP-eta,0,0,0,0,0,0
lncRNA:CR44795,0,0,0,0,0,0
lncRNA:CR44796,0,0,0,0,0,0
Cyp6a16,0,0,0,0,0,0
DIP-theta,0,0,0,0,0,0
lncRNA:CR44822,0,0,0,0,0,0
mir-959,0,0,0,0,0,0
mir-960,0,0,0,0,0,0
mir-961,0,0,0,0,0,0
mir-962,0,0,0,0,0,0
mir-963,0,0,0,0,0,0
mir-964,0,0,0,0,0,0
lncRNA:CR44821,0,0,0,0,0,0
Hsp60C,0,0,0,0,0,0
CG12511,0,0,0,0,0,0
lncRNA:CR44819,0,0,0,0,0,0
lncRNA:CR44820,0,0,0,0,0,0
CG7236,0,0,0,0,0,0
CG14007,0,0,0,0,0,0
asRNA:CR44818,0,0,0,0,0,0
CG34011,0,0,0,0,0,0
CG11149,0,0,0,0,0,0
sip1,0,0,0,0,286,9
CG11030,1825,2691,1559,536,870,396
CG14006,0,0,0,0,0,0
CG11147,325,2,0,305,174,136
CG11029,0,0,0,0,0,0
obst-E,0,329,193,0,0,0
CG9171,17,0,29,110,194,139
asRNA:CR31912,0,0,0,0,0,0
CG31913,0,0,0,0,0,0
CG14005,0,0,0,139,161,83
CG7239,510,1,0,166,152,65
CG11034,1,2,1,1,256,203
lncRNA:CR44575,0,0,0,0,0,0
lncRNA:CR44576,0,0,0,0,0,0
CG43307,0,0,0,0,0,0
CG31644,0,0,0,0,0,0
TrissinR,0,0,0,0,0,0
rau,2,0,0,85,63,0
CG44574,0,0,0,0,0,0
Sfp26Ac,0,0,0,0,0,0
CG43185,0,0,0,0,0,0
CG9029,0,0,0,0,0,0
lncRNA:CR44577,0,0,0,0,0,0
lncRNA:CR44578,0,0,0,0,0,0
Acp26Ab,0,0,0,0,0,0
Acp26Aa,0,0,0,0,0,0
lncRNA:CR44579,0,0,0,0,0,0
CG9021,0,0,0,0,9,0
lncRNA:CR43808,0,0,0,0,0,0
bchs,0,0,0,8,1,5
CG14000,0,0,0,0,0,0
CG9016,0,0,0,0,0,0
asRNA:CR43926,0,0,0,0,0,0
dsf,0,0,0,0,0,0
lncRNA:CR45288,0,0,0,0,0,0
lncRNA:CR45289,0,0,0,0,0,0
Sfp26Ad,0,0,0,0,0,0
Gpdh1,93,867,9,50,91,42
lncRNA:CR44986,0,0,0,0,0,0
CG9044,1,0,0,524,140,91
CG13999,0,0,0,0,0,0
CG13998,0,0,0,0,0,0
Vm26Ab,0,0,0,0,5,3
Vm26Ac,0,0,0,0,0,0
Vm26Aa,0,0,0,0,0,0
psd,173,13,1,107,116,44
CG13992,0,0,0,41,109,173
Ucp4C,0,0,0,11,4,0
asRNA:CR43465,0,0,0,0,0,0
Ucp4B,0,0,0,0,0,0
chic,12683,12543,12809,13315,17953,11970
eIF4A,11881,9165,10245,10722,8124,5004
ifc,0,0,0,98,732,223
lid,113,0,4,103,98,119
Tsp26A,140,673,1890,722,1319,469
Gal,0,0,0,0,342,15
asRNA:CR43866,0,0,0,0,0,0
CG9098,0,0,0,0,0,0
H2.0,0,0,0,0,0,0
CG13996,0,0,0,0,0,0
CG9107,626,0,461,172,136,67
CG9109,0,0,0,1,39,1
mtm,1027,1201,3,919,949,678
CG9117,0,376,0,87,78,41
CG31643,0,0,0,83,40,43
Pfas,0,298,0,0,27,53
mir-966,0,0,0,0,0,0
slmo,0,8,0,1,1,2
CG34179,0,0,0,0,0,0
IPIP,157,6,23,180,106,102
CG9135,1288,1,3,735,1516,656
CG13995,0,0,0,0,0,0
CG34180,0,0,0,0,0,0
ND-51,456,410,2120,1424,1300,551
CG13994,831,118,405,509,449,220
Fbw5,725,0,0,11,2,0
CG9147,74,1,0,38,317,21
CG9150,0,0,0,0,0,0
Pfdn1,1232,646,2389,499,888,452
CG9154,9,0,629,13,45,26
Kr-h2,1357,907,5,1642,1582,987
lncRNA:CR43801,0,0,0,0,0,0
lncRNA:CR9162,0,0,0,0,0,0
lncRNA:CR44773,0,0,0,0,0,0
Kr-h1,80,0,0,0,94,7
CG45075,0,0,0,0,0,0
CG9175,1,0,1,593,388,304
stai,27,598,201,56,261,81
CG31642,0,0,0,0,0,0
Arpc4,1927,1585,1016,1404,1476,1013
WDR79,1694,281,990,411,420,108
B9d2,0,0,0,0,0,0
tctn,0,0,0,0,0,0
CG9222,0,0,0,0,0,0
lncRNA:CR45719,0,0,0,0,0,0
lncRNA:CR44824,0,0,0,0,0,0
CG13991,0,0,0,0,0,0
Muc26B,0,0,0,0,0,0
CG31639,0,0,0,0,0,0
CG13989,0,0,0,0,0,0
smal,0,0,0,12,103,79
Ugt37B1,0,0,0,0,0,0
lncRNA:CR44823,0,0,0,0,0,0
Ddr,0,0,0,0,0,0
AANATL2,0,295,0,8,7,0
CG13983,0,0,0,0,0,0
lncRNA:CR46410,0,0,0,0,0,0
CG43922,0,0,0,0,0,0
CG13984,0,0,0,0,0,0
PDZ-GEF,26,179,159,156,62,66
Pez,0,1,0,102,26,28
Cpr,1,1,0,189,369,194
CG9497,0,0,0,0,1,0
CG9498,0,0,0,0,0,0
ppk7,0,0,0,0,0,0
ppk14,0,0,0,0,0,0
CG9500,0,0,0,0,0,0
lncRNA:CR44777,0,0,0,0,0,0
lncRNA:CR44778,0,0,0,0,0,0
Nepl4,0,0,0,0,50,0
slam,0,0,0,0,0,0
DIP-epsilon,0,0,0,0,0,0
Nepl5,0,0,0,0,0,0
Nepl6,0,0,0,0,18,0
CG42369,0,0,0,0,9,0
CG13982,0,0,0,0,0,0
Tig,0,0,252,0,0,0
Fic,0,1,0,393,478,212
CG9527,0,60,3,461,373,289
retm,0,0,0,16,162,19
frj,600,0,1,238,237,229
Rchy1,220,0,0,0,0,0
HemK1,0,0,0,69,180,99
mmy,4,4,4,4416,4462,1269
CG9536,387,2,0,442,194,157
Sec61alpha,1736,3663,3178,9412,13345,6436
lncRNA:CR45463,0,0,0,0,4,1
Daxx,0,274,0,94,261,109
KFase,0,0,0,54,25,27
epsilonCOP,389,2214,314,933,982,486
Phf5a,375,1272,1372,438,560,268
CG31638,2,11,0,16,296,98
CG9547,1030,0,1139,555,159,158
CG9550,0,0,0,0,0,0
CG31637,4,235,0,22,96,50
lncRNA:CR44775,0,0,0,0,9,0
eya,0,0,0,0,0,0
lncRNA:CR44776,0,0,0,0,0,0
IFT52,0,0,0,0,13,0
COX5B,4732,6852,8525,2459,3317,1704
CG9596,73,10,2,67,96,7
COX5BL,0,0,0,0,0,0
Ent2,2661,1568,934,1943,2038,1253
CG13766,0,1,0,95,33,36
CG11319,0,0,0,0,0,0
CG11050,137,221,3,374,211,146
DIP-iota,0,0,0,0,0,0
lncRNA:CR44913,0,0,0,0,0,0
CG34345,0,0,0,0,0,0
Oatp26F,0,0,0,0,0,0
CG31635,415,0,27,194,62,33
Tango1,0,1,0,329,283,150
CG31633,226,0,0,0,15,4
CG31636,0,0,0,0,40,0
CG11070,1,22,1,96,179,183
CG13771,0,0,0,0,0,0
CG34310,357,360,296,184,261,86
cup,0,0,0,0,0,0
Galt,461,701,1157,696,499,192
Spn27A,472,51,2698,1776,1346,493
cort,0,0,0,74,0,0
Nse1,198,313,793,75,97,16
Nhe3,0,0,0,172,182,63
CG11327,0,0,0,0,0,0
Tsp,0,0,1,0,0,0
AkhR,0,32,0,0,0,0
Aatf,329,0,1,38,234,115
homer,1,1,2,7,538,126
Liprin-alpha,2,0,939,7,95,7
TTLL3B,0,0,0,0,0,0
TTLL3A,0,0,0,0,0,0
meng,0,0,0,0,0,0
CG31910,0,0,0,0,0,0
snoRNA:Me28S-G2743,0,0,0,0,0,0
CG44271,0,0,0,0,0,0
CG11322,0,0,0,0,0,0
LUBEL,0,0,0,0,17,0
CG17378,0,0,0,0,0,0
nrv1,3,603,2,873,1080,542
nrv2,13512,5878,4251,5171,6420,3691
lncRNA:CR43610,0,0,0,0,0,0
tRNA:Arg-CCT-1-1,0,0,0,0,0,0
CG17376,0,0,0,0,0,0
CG17377,0,0,0,0,0,0
CG11236,0,0,0,0,0,0
CG17375,0,0,0,0,0,0
lncRNA:CR44081,0,0,0,0,0,0
sens-2,0,0,0,0,0,0
Rca1,493,373,2,139,129,113
l(2)k09022,0,0,0,19,56,21
Nha1,1,542,0,0,42,31
lncRNA:CR44915,0,0,0,0,0,0
lncRNA:CR44914,0,0,0,0,0,0
Nlg2,0,0,0,0,0,0
mir-932,0,0,0,0,0,0
CG13773,1064,259,841,246,210,136
Rat1,240,38,2,1662,592,485
Wee1,192,0,0,208,0,78
x16,565,700,20,207,200,34
CG32829,0,0,0,0,0,0
nop5,860,1962,1002,906,366,369
snoRNA:nop5-x16-a,0,27,0,0,0,0
Hrb27C,3971,4507,7715,7157,9018,6029
CG43232,0,0,0,0,0,0
CG18304,0,0,0,0,0,0
Fgop2,611,0,1,680,562,387
ihog,0,0,8,0,161,36
Gas41,337,562,70,326,342,258
SA,0,0,0,9,231,125
CG13775,54,0,0,104,44,0
CG3430,804,893,1,0,3,0
Atac1,0,2,0,57,107,59
Hmgcl,232,1,67,242,141,66
sip2,538,1,0,37,0,0
Coprox,1,29,1,265,285,192
smt3,12931,13910,15944,6967,6882,4768
snRNP-U1-70K,184,130,0,32,71,83
CR43142,0,0,0,0,0,0
uif,432,9,133,1106,1670,834
lncRNA:CR44326,0,0,0,0,1,27
CG43321,0,0,0,0,0,0
CG43322,0,0,0,0,26,33
Gart,1414,2793,1220,308,235,109
Pcp,0,0,0,0,14,0
CG31908,237,1,497,328,300,244
MME1,0,0,0,0,66,18
Rab30,188,14,1,272,241,182
Caper,623,1692,215,533,418,396
milt,110,908,1986,75,197,47
Mnn1,22,11,307,156,48,59
CG31907,0,0,0,0,0,0
Sem1,1842,1594,1719,1415,1642,870
Nuf2,0,0,1,59,21,26
Ugt307A1,0,0,0,0,0,0
Pvf2,310,62,1790,1627,2026,746
lncRNA:CR44611,0,0,0,0,0,12
lncRNA:CR46196,0,0,0,0,0,0
Pvf3,0,0,1,57,132,37
lncRNA:CR44612,0,0,0,0,37,7
lncRNA:CR44610,0,0,0,0,0,0
lncRNA:CR46210,0,0,0,0,0,0
lncRNA:CR44613,0,0,0,0,0,0
MICU1,534,2,1,665,355,251
CG4496,0,0,2,0,26,47
CG4497,0,0,0,2,42,33
CG4502,675,543,367,546,821,420
CG13784,77,182,117,183,463,103
mEFG1,17,35,0,5,102,33
asRNA:CR44989,0,0,0,0,0,0
Ndae1,0,0,0,0,0,0
CG43799,0,0,0,0,0,0
CG43800,0,0,0,0,0,0
CG13786,0,0,0,0,0,0
Wnt4,0,0,0,0,0,0
CG31909,0,0,0,0,0,0
wg,0,0,0,0,0,0
lncRNA:CR45304,0,0,0,0,0,0
Wnt6,0,0,0,5,0,0
Wnt10,0,0,0,0,0,0
asRNA:CR44063,0,0,0,0,0,0
ninaC,0,0,0,0,0,0
CG5149,893,883,1,219,434,174
gudu,0,0,0,0,0,0
CG5160,0,0,0,0,0,0
CR44079,0,0,0,0,0,0
CG5171,1,0,1,451,1388,10
lncRNA:CR46205,0,0,0,0,0,0
CG5177,603,141,1544,1481,935,0
CG5181,10,438,0,181,166,86
CG15818,0,0,0,0,0,0
chm,0,0,0,262,212,19
lncRNA:CR43857,107,99,61,13,16,18
mir-275,0,0,0,0,0,0
mir-305,0,0,0,4,0,0
muc,605,843,746,408,373,125
CG5958,259,31,0,135,208,236
CG5973,447,808,3,1154,1504,428
santa-maria,0,0,0,0,0,0
Gr28a,0,0,0,0,0,0
Gr28b,0,0,0,0,11,0
CG6055,0,0,0,0,0,0
Ziz,0,0,0,70,58,94
CG6441,0,0,0,0,0,0
Obp28a,0,0,0,0,0,0
RapGAP1,213,405,1,278,364,306
lncRNA:CR44082,0,0,0,0,1,10
lncRNA:CR46063,0,0,0,0,0,0
Spn28B,0,0,0,0,0,0
lncRNA:CR45370,0,0,0,0,0,0
Cyp4d21,0,0,0,0,0,0
CG6739,0,0,0,0,107,0
lncRNA:CR44799,0,0,0,0,0,0
lncRNA:CR44800,0,0,0,0,0,0
Slob,0,5,0,0,0,0
Myo28B1,0,0,0,0,1,1
lncRNA:CR44148,0,0,0,0,0,0
CG18585,0,0,0,0,0,0
CG7025,0,0,0,0,0,0
CG43235,0,0,0,0,0,0
Tep2,141,0,0,74,129,98
Tep3,7,21,0,0,7,1
asRNA:CR44990,0,0,0,0,0,0
Ntl,0,0,0,0,0,0
tRNA:Tyr-GTA-1-9,0,0,0,0,0,0
CG33296,0,0,0,0,0,0
CG13793,0,0,0,0,0,0
CG13794,0,0,0,0,0,0
CG13795,0,0,1,0,0,0
asRNA:CR46074,0,0,0,0,0,0
CG13796,210,2,0,0,14,0
CG31904,0,0,0,0,0,0
Acp1,69,0,17,0,0,0
CG7214,264,684,0,0,0,14
ATPsynGL,0,0,0,0,0,0
CG7203,0,0,0,0,0,0
lncRNA:CR45718,0,0,0,0,0,0
CG46025,0,0,0,0,0,0
CG7191,0,0,0,0,37,0
CG7179,0,0,0,0,0,0
Uro,0,0,0,0,0,0
CG7164,0,0,0,0,0,0
CG7154,230,65,1,64,235,142
CG7149,0,1,0,16,27,129
LKRSDH,0,0,0,20,11,0
lncRNA:CR44825,0,0,0,0,0,0
Herp,1,44,1,321,433,217
r2d2,822,0,1417,677,717,452
cdc14,0,0,0,2,23,10
LanB1,478,67,0,56,270,36
asRNA:CR45008,0,0,0,0,0,0
CG7115,42,0,0,58,258,77
Rack1,3252,2378,3033,1103,1372,596
mts,4996,2810,3179,3608,4839,2834
CR43100,0,0,0,0,0,0
CG14537,0,0,0,0,0,0
CG14535,0,0,0,0,2,0
lectin-28C,455,0,1616,106,644,29
TwdlE,0,0,0,0,21,0
Proc,0,0,0,0,13,0
lncRNA:CR45364,0,0,0,0,0,0
tRNA:Gly-GCC-1-3,0,0,0,0,0,0
spz3,0,0,0,17,110,48
CG7102,0,13,1,114,20,167
SmE,2060,1706,1632,811,892,734
CG34132,1311,993,574,384,580,343
Spn28Da,0,0,0,0,0,0
Spn28Db,0,0,0,0,0,0
Snoo,1,0,852,18,108,7
CG7231,8,706,0,54,126,20
pes,152,0,0,0,226,112
CG7227,0,0,0,5,0,0
asRNA:CR44996,0,0,0,0,0,0
Sirup,120,1101,1614,127,150,89
Wwox,46,324,127,42,0,4
Spn28Dc,249,1,391,0,29,16
CG12560,16,0,6,52,1,0
Glyat,0,2,3,3,1,0
Tg,0,0,0,0,0,1
CG7367,1,1,1,148,475,460
baf,1472,2475,2380,604,1222,654
Cka,253,4,1633,317,380,218
CCDC53,63,104,0,60,68,28
RpL36A,1653,1570,2411,1037,1991,1044
snoRNA:Psi28S-2648,31,0,0,0,0,0
Megf8,10,1,0,8,75,140
poe,0,0,0,89,235,71
MED20,88,0,732,149,125,106
Trf,0,114,1,206,85,15
Mcr,19,3,1,61,956,327
asRNA:CR45257,0,0,0,0,0,0
Bsg,1392,1815,1243,2124,3166,1367
mon2,181,0,0,61,97,16
CG8673,0,0,0,0,0,0
CG12375,0,241,0,118,103,74
CG8668,247,0,0,36,129,181
PAPLA1,25,0,2502,0,204,17
mir-4984,0,0,0,0,0,0
CG42762,0,0,0,0,0,0
CG42763,0,0,0,0,0,0
CG43394,0,0,364,214,311,177
CG31606,0,0,0,1,19,0
Rbsn-5,1153,0,1,196,544,197
Acbp1,2396,5344,5068,2101,2878,1825
Piezo,0,192,0,16,0,0
CG34134,0,0,0,0,9,0
CG8475,1,0,0,71,100,29
asRNA:CR44116,0,0,0,0,0,0
CG8460,1083,1080,32,1204,1601,717
PGAP5,1,0,0,12,322,100
SLC5A11,0,0,0,0,42,0
asRNA:CR44119,0,0,0,0,0,0
lncRNA:CR44120,0,0,0,0,0,0
lncRNA:CR44121,0,0,0,0,0,0
CG8419,0,0,0,0,0,0
Su(var)205,3036,6041,2791,1566,1749,1144
Ssb-c31a,2079,4024,9232,540,1015,455
CG8372,1208,1219,889,844,965,356
CG8360,997,734,209,297,340,172
CG8353,92,0,0,35,66,26
CG8349,0,0,0,0,0,0
CG8292,0,0,0,0,0,0
Snx6,0,1,912,772,947,425
Pvr,0,114,313,69,172,170
Spn28F,0,0,0,0,0,0
lncRNA:CR43262,0,0,0,0,0,0
CG14277,0,0,0,0,0,0
CG43057,0,0,0,0,0,0
CG8086,0,0,0,0,0,0
Btk29A,777,195,119,671,2091,737
mir-2b-1,0,0,0,0,0,0
tRNA:Lys-TTT-1-1,0,0,0,0,0,0
lncRNA:CR43752,0,0,0,3,0,0
wol,53,1240,0,828,909,540
Scgalpha,0,0,0,0,0,0
CG7840,64,1,0,123,386,154
Ostgamma,1047,1009,189,2718,2938,1601
Mettl14,131,282,0,103,300,130
CG7810,276,0,0,20,93,42
CG7806,0,0,1,337,195,65
mtsh,0,0,0,0,0,0
strat,441,1045,38,427,424,300
CG7781,0,1,0,20,15,2
CG14275,146,308,1644,1,0,8
CG14274,0,0,0,0,0,0
CG14273,0,0,0,0,0,0
asRNA:CR45371,0,0,0,0,20,0
CG7778,33,13,0,363,456,40
Mur29B,0,0,0,0,37,0
CG7627,0,0,1625,4,103,85
RpS13,5850,5651,2768,2697,2873,1452
CSN8,685,1220,153,104,311,241
Pp2A-29B,4801,2337,37,3605,4457,2710
asRNA:CR45341,0,0,0,0,0,0
CG17292,644,167,0,72,72,17
Wdr82,527,1136,446,632,384,278
CG13390,603,895,151,54,162,66
CG17294,441,465,1,92,176,153
AlaRS,115,1075,931,767,1670,884
CG13392,0,346,1,24,4,27
Rcd4,88,274,289,282,304,163
Dad1,586,860,485,1242,1598,697
CG13384,0,0,1,352,847,295
CG42819,0,0,0,0,0,0
snRNA:U6atac,0,0,0,0,0,0
CG42820,0,0,0,0,0,0
Acp29AB,0,0,0,0,0,0
lectin-29Ca,0,0,0,0,0,0
asRNA:CR45343,0,0,0,0,0,0
Peritrophin-15b,0,0,0,0,0,0
Peritrophin-15a,0,0,0,0,45,0
CG13385,0,0,0,0,0,0
CG13386,0,0,0,0,0,0
CG31898,0,0,0,0,0,0
fy,134,305,3,455,604,303
lncRNA:CR44991,0,0,0,35,6,4
emb,7,2,0,330,533,239
CG13397,0,1,0,0,11,16
CG13398,0,1,0,83,118,186
Akap200,10273,5169,3821,8269,8262,5662
grk,200,4,0,5,3,1
D12,0,0,0,0,18,0
Chrac-14,200,0,350,151,133,83
mus201,0,0,0,1,61,35
CG31897,0,0,0,0,0,0
Aasdh,0,0,0,25,239,53
Agpat2,0,0,0,0,0,0
prg,43,0,1326,208,278,72
d,22,165,1,91,46,43
CheA29a,0,0,0,0,0,0
tRNA:Asp-GTC-1-2,0,0,0,0,0,2
tRNA:Asp-GTC-1-3,0,0,0,0,0,0
CG43796,0,0,0,0,0,0
lncRNA:CR43604,0,0,0,0,0,1
CG13088,0,0,0,67,103,74
CG43400,0,0,0,0,0,0
Dh31,0,0,0,0,0,0
Bace,0,0,0,0,0,0
CG13096,418,823,2889,533,314,199
CG13097,230,1,1,53,49,31
PIG-U,768,723,1745,559,808,409
mRpL51,898,277,1423,320,433,238
Uba4,1535,1,1,178,271,201
Sgp,0,0,0,0,0,0
Acer,0,0,0,0,33,0
lmgA,0,0,0,0,0,0
lmgB,0,0,0,0,0,0
CG17834,0,44,0,837,678,287
tRNA:Asp-GTC-1-4,0,0,0,0,0,0
tRNA:Asp-GTC-1-5,0,0,0,0,0,0
Sema1a,3,1257,3,66,196,70
tRNA:Phe-GAA-1-3,0,0,0,1,0,0
lncRNA:CR43855,26,0,0,0,6,0
tRNA:Asp-GTC-1-6,0,0,0,0,0,0
Glt,43,145,42,4,245,11
CG9287,0,0,0,0,0,0
